MainOP,Option,Measure1,Measure2
DCbn8rkB0dyy1QZZlV0,"h1pWrURAc,d48HF1N,z4iGkAKZ,aMkznRMu8,zTdoacGQQ,fopq6DQvv",0.97435,0.754
qr5gnxbwgHUd6HkvSF,ppKu8WS,0.35584,-0.231
Txh4gjcLv7q,"DCVT4f,Bdgtuc,R3ZvI,tcRRQk,wu6oz,Kp1HdaHVk,IDK9cu8J,neH8wW,kBS6Q",0.83682,0.656
DEti39,"D5DuY6b,sHQ8sl,AUA8ZHGp,2mhcEsXW1,EZluQMoDqv",0.11531,0.219
M25WxWP2E,"oanCDhJBaF,QkORci8,aZztIhQ,LCWi5YFfM",0.96013,-0.402
XwHzyilEAQfnHhApll,"5fsrqqN,Pdu3vUGfih,meo76L,7vKZJCuL0W",0.71497,-0.836
8oTzoS8df,"6g8AgYu,UXuWjO",0.38203,-0.094
t0uN3Aan1IZ6UCpj3,"WoH9z9Obr,NbmCltNnQ,nOTwWV,DYHcJQV",0.49473,0.835
2KHOAiRoBjb7bikkHdka,rjpbDEqJ,0.15148,0.235
48pcmS,"Lz2aAH5Apg,SszuzN2Keu,3pXOW,eiAyrQ,WWokXgbP3d,xXpsM,aREFB,6busyXF,Z2tIcIu,A3oDrufb9",0.64715,-0.675
K3e1QFA,"2T0vFy4AS,qMdBAcXnD4,redaoL,4fDJsxgUfu,fId7j",0.9554,0.333
lNB6afryR8bZ,"2D6KRBsC,2k7jI,ILcvuNPrV,UD069XOrix,0sj1I,uT4ypl,rCPuif1E",0.80246,-0.094
XQT45jyZqNQFO05v3CW,"EGF2Zqbv,9DmGeOqD,flz07xwU,DfNrsiURV2,YbEHCWFLh",0.5991,0.649
MKVlR0z8pnV,"Xoo9gAUN,WCTiRt",0.11802,-0.165
UHYP1tJ69IynJsLR,0bjgjM,0.71714,0.163
jmKNhUBvoGgZPIxy,"hubsxDP,Hri6I5,SpxJr,iM6I2RCw2,9h4KHIE8,MXYtrU9,ytJEvBY,Egnmyll,xpbVfM,KUI33tyJIT",0.95335,0.558
io6X67HjurUuJ0Kz,"co7cM8PH,X30WBntl,hWCUZ",0.52148,-0.472
G83jdDcnGHUqPRdPo,"aUz5C2,LdEi9,BWYtQOR2,oKCZZKPm1u,Y79Ps,BPRbqM2,TUzn8EtzY,eWzaaJ64Z,QgYxxAri2",0.39992,0.718
teWqpd,nae01M9NKB,0.95193,0.982
Y0yRGPvcYUj,"NWZIVsmvhw,IB9XJ,sPFqnrs,g0K3fiICx",0.48477,-0.009
gtndjXfRotbtCFAJEKDC,"I0dboVHgRX,Pz2i70w,huu2dO7j,kHcXeJDOdi,CtWzIH",0.25775,0.644
Ez4lfYW7Ge4A9uq,"rNQK1u,zCv9Pz,2eDEAvG,CpwW3n,ZjOlP,OKRMec,qERMiR,2v28PeA",0.06578,0.054
s3tVywSwjef9izWgmZSV,"8sM8BIdp,zxnXIB,n3d4zsWKlU,1ZdUmly",0.42276,0.831
lJ3Zgk5tfVhH,"fqqH66,oGJJpntMZ,JYdQ4jv,t1xsd3e,fWjBfAPQxq",0.94416,0.905
G1JbmaEiI3LcAkf,"L9ezl4hX,2l4lCz4eZ,W3R5zh5H6J",0.35783,0.348
fYEIfQo8VDslEKHHHG,"ducy0D,aC5Fs,UMJcman3,XyaINkbwB,kl69SCiP9,ROOBQIbmY",0.26515,0.019
0o88krPab4nk,"Uo4TJnc,HucXPDqK",0.83024,-0.067
cpUYz3Ip6T,"Ct2zFGwv,GULNNvc3uk",0.84741,-0.695
TPHlJgc3ykZFpWc8tx,"17KxT1Mq,0izy9f6,XQmA5lP,rwsunNW5e,8Wcob,JqglA",0.69988,-0.305
pKjfuD5B,"81JkefcJ7K,nvIfChTqFs,RXCjROb3,sSQS4xr,hAIUM,unVgf,qAUx2C2,57KO73VH,m9SOGcb6S,Wqekh",0.71656,-0.021
9PYb2QF,"XeCK9M,vEn4Fd,eyQBN4Gif,rnHlt9NLZ,v7fa3jfoRQ,5cxPYg,Buka4UTl,tG3s8r",0.85822,0.561
yUWtvR79ZpO0OIRxq,eB1FN1hI5,0.05736,-0.221
sUjywDlbj3rt3Wn,GO6DJDkF3,0.863,0.123
0ZBgcpNOwlU,"3GY6M,odGuk4J,MM07qwQWHe,KwTo2OQO,pvFgmK,8qjOvI2Cdn,7C61m",0.7325,-0.066
xeEI4j9,"nKxgJ,WcCHVE1rid,nKM9CyHCj,euFkDALol2,7kc0pyhkk,RM4xt,Mv9Ak,l19SX",0.54622,0.525
LHNHq2UnC0KYp,"SvG0CU,lD5lGov",0.40218,-0.416
BaDz8RF0dNiMMMJFf,"cHmp8US3,CLT8MX,DplS8Doa3,Xhb0oa4,wFA6wvi",0.41203,0.577
cLjK16o,H75i0cEn04,0.56613,-0.188
y4hNwL24,"watsa,Shh4DTlc,vvsl3YOlz,kjoh9Tc,K84JS,nsU41Di5,3iT7KUSA,Ul70DiJ5V,n8RdBb6K,fvNOSWNEZ",0.99507,0.907
vbYyqXfMjOtIfJ9pN,pXDrk2hM,0.26476,0.078
3aXcteWLYqlI7Y,"cO49ZBC,IcWOVpb1M",0.02586,0.456
ElODeiB,"xdPFyx,q7Sgqq6b,P3v0S7ufk,yp5nhI,aFupG,CYdXUxVzW,XG58jy0f,Dh2xEqgcP,ZImaSRh4oF,hDdEh",0.96827,0.244
hzogqK2VHsHqLG,"L3QQ8H01,GJ3nA,IUvbgmHD,US5H8,KsQ7vIIBQi",0.33746,0.178
qQFZ6ml,"q77x5M,utCbsSmN,g5B5XXZ,WhLx7,AkDt8s3,wdoTl,FkPag23P,GDKNM,dgtyB7k2d,DE46DizX5D",0.01441,-0.642
6Xius8nDYmxUHnPmqqhZ,"4wXrkEqOo,rDVfMIwo,GCmV3hCr",0.53345,-0.221
13zObbHj4v8XD,"9WGjbcME,6F0teD",0.16752,0.59
hpF5jrBmchgR9,"p2sr9,RwniUj,XMkuIblBC,xEV94Xc,Yj62YcUyv,0RyXWuN91,esnpGXgw,hKnxqpOS2",0.24323,0.873
rlVHAOwJ6pcypmfAdKi,"O8pCEYWx8,PAzeV,sYWet,ACOlRovl,8saYNnyB,SWHXs5T,8k4t9yUC",0.08736,0.922
S5DCMH,"J4j1FTAl,GpY5k9,gKpep68RO,tvoOeRy,CuPXlns2Yh,dxEOnb0",0.28736,0.882
GPbRnYx,"sLPXtvHVP,sSmAJjIGc,IQhMzU,XN87MG,FCscnWR",0.78389,0.701
XcLIHfmEoTh,"mK3qML,8oP2j7RM,bo7H4mr,h7Oeq13N,pJkx0n",0.19953,0.737
ynCRLLF,"qK5lSupg,NTkFrBb,u2WB8,ClBdiJ",0.7967,-0.76
3m51hPaD1KmvBlC,"mEfDDkoU,UCPjl,L2wxDkkzS,hsuDSRH,gMbT9186RI,NxxPVh9,eyz2rnh651",0.34898,-0.417
DIF2LMPY,"sDDKBrXw,41eU7Sn,MOtOXmv,8pH210,b9yTO4x8Ey,ukhxENU,UeSuekoQzq,sTNYjQfx,GCowq",0.04347,0.754
jTNn7Av9fEvRQoDUYYz,"dJHPsmp,0U0CMZeFLd,v0eu85",0.93822,-0.481
majTWTtYGYXCA8vd8VJ,"alznioQjr7,KESs9,g7iY2d4,6iUMU,oZZR0n,HxEum1la,40HVUWj314",0.19302,-0.13
tF7dEhMOSAyBhank,"JMlnlGdQE,eC9Rutx,11LSd,5Y65P67rM,jfKPlcfA1,Wy6yg,FktbPZ8",0.61341,-0.288
mzjpOBmhYYx,"BaPAdBXQO,rtHxB1cj,7LXQAtLJRr",0.61424,-0.849
IWIHVo,"HN2DZElUA,zKRzH,Un8wvgwhRI,IpX29v,UKbSln1iEH,vUUQtuyd,ifBLB4L",0.7321,0.151
wyfPb4a5HOQZtCP,"znFdSOy2np,DK0rq7na3",0.14155,0.641
TxuAsKP,"XQYPFD,RU3vuUq7A,zo9yyc,D51u9XhN,DehIadZkTD,xziWlN0,hGXFE,31hg0vXhje,cmKn82,PBN3CTGw",0.09306,-0.387
Hrdd7InTZYe,"rkUQn54,jCb3egSBYa,61RXT7yjHW",0.87188,-0.364
EBK55Gd,"R2PC8sjHs4,Pdnuod,ODH9fx,JVpMzLi,8AoY7vcF,s0cMp,INpwzvRf,56lNoOtKi,rnmMFFGXb,X3f4d",0.9473,0.865
fqcXrDBq,"Qhqd4Cd0HI,ZnrRvBwkzc,7SvYfWb7n,q4R4vGSX,NABZFhy,HHD9hzfYM",0.13994,0.785
TgqvOu2jZm6eN3ce3HU7,"4ZQtW3QSTv,ELAqm,WvbjGRUlHq,LWFiOO8s,29t4jsX,0L1ywQl,dA7p9U5S,nx034qkA,pnAwBd2LjM,yVShjBYkX",0.91258,0.897
j2DRYQhVhUHBjp,"yUhR88,NCzlBoKYa,CZHAD,c3h8Vja,57f5d,mgp2JDm,0JxilJJe,VC6cD2m,VT3Ew",0.49736,-0.275
wds6x8WBbM1J,"TFKlGI61P,2t5iLdycg,ZAW7l6hG,xOAiQT",0.79218,-0.135
5hbHYoNSkTLn,"fuQq3HQ,2FRHboT,cse7KtFNku,01VmQRUH,9H7upg,DsXvbt,yKwsxeVc,hC0JMlbH4,LfBQWjz",0.45289,0.702
DP87nD79p0gSzgm,"sxOur,D9tSob",0.40763,-0.067
QTrckgmnXmz,"3OIn6gpwa,YHRiG,ap2H7IRSL,guYR76iznH,vBPhs2o,BwuhrmsBo,cs7dr,OR4SzA8,p9Er4gVJt",0.38913,0.058
xxzODUmL,"bXUGI,vBzAQc,VQOqX,uc3LhK",0.21534,0.135
hWZCW6QM,"hZ6NfPNIsH,qCelM8q,YIYgabGPB",0.01038,0.548
kCFEWf99zNS,"6t3og4Ru,FlvEGV,tqUBo,9tceZUMZ",0.66149,0.846
8U6vuB,"uxMGZZ,rt0wGMkcu,O5eXx9K,3kNBuVklu,HlygHSJ2,ZoyIqVeG,wYXzF,41Mirje",0.56559,0.084
jJWWEFqFOYbFcermNWGo,"O5esMZ,pz15D1,OgJQnj2y,N1ATbo,hFE1PF6zZ,By9h6,MrrF7l,pTNarzNa",0.60325,0.531
QSrXBqK,"tjnrH,DTaUUNPrOJ,AoLaCrneEb,A34vTPi,Tm04h,eJ32Hc0cnP,JWFqM,Kv8Re3r,FSmcgOk9rB,9n0qdnoj",0.85566,-0.821
YBXKHsR4u6hdPjp3d4x,"QhhHeRkL,Zr0dM9,Ruz3lCO,hl8zwBh,bJnpQo,7pkzLCO0,ciHhxvAJ,0iGEjQMhgA,7ahxz8rbA",0.17689,0.928
UzoUjAAMBIfZsW1DQ,"65LVe6,CxoHZgjz,0NtHyn",0.53103,0.173
MJujrgla9,"MWdNBhj,jKhLAjvQ,HUiQfE",0.67133,0.836
PbtZD4dSphc1dRL,"Dg9sfxtk,l8tLFRJTCa,LjPHKhhj2,KIWixX,9Aruu4,ow5KHD9,tHxqRHOF,VCEdxGZO",0.67787,-0.178
JO4HPEYcGb6sUz0gHwB,"lVXUQ1f9,2VBeZtU,y75h7XfzB",0.93104,-0.925
Texj7lVHsXDwEll8,"oTH5fpY,iihKn,AkP5XecAm,ZrzsvNGnP,QBQxkD3dGe,1yUYElA,oPVgcuQ3,Q5kIb",0.93009,0.671
r7AA51GzKXBP7,"F4nZc,2iQLnV2uJ",0.53768,0.034
xXOMK6QxLTLw,"722ATlv8MI,C2inMbC,0xM4eipx8J,FamM5Px,4SlNF,yJmfF",0.08221,0.384
V50evp,"yLcxZJB9i,00J3CVU,bfXHD,YGQIm,JJj5JNpz",0.33221,0.046
LwENqe7jsFrsdGjFoQh,"47a548sj,nBpNeLE6,PLtBZz2gB,aL1nNES9t,o4ZOSIL,qmnyj,LFmEQ,x17zz8,NVIGRV4",0.30605,-0.076
MNWJ9tJ3oPJ3k0TjmrWJ,ijqL4hDV,0.91925,0.936
YfeSg1WUOJBKxOPDUPw,"y2yQhiefe,1n2pBwIesT,tsnjhS,npYLd0,XTj3ygZ,tqf4Gj,Y9D60,iZ7eVCMw",0.38677,-0.363
apdUw0WAP,"7EVs1KhT,sk4IEd7SQ,61kYJFq9,3wzKgM,3hoDkOwN0o,r3gVBw5w,f0WU5XX74a,GerB6r6Sd,tSrv9op,8rXXjZGQe",0.02072,-0.496
Cpmou53ViN1p,"bijkiM,M90pX,TVoIhO,2sEcqX,0xKUdH8,FKKzW",0.06931,-0.557
3NopjP,"giwlyf,pEKz5IrDAZ,hcvDN5F,WQQZl,a1Gz3bTK,1f2A95,9K4r0Pyg",0.92597,0.235
hySu5JSckbEoFy,"iVFst,u0PXwLeAM0,oPVNqjIH,zlP9x7Y3,b1DRF6DWmB,YGX1PFoE,ayMrLNfK,d1dmQ26h",0.77579,-0.998
gu8Glu,"FvzL8,sNqlu74w,85WiTuR,oHbskHrLt0,IWDXD0d,Y83f5H,5V8eHX,jihehB,CRFIG8MA3,HKF3V",0.41045,0.849
jS1o9YQQ5NcXYkFD,"EjsYvBzTd,uqeJATpN,93EaP,P0Aubbt",0.74175,-0.279
N6mzHersjtJECmSzY2Yk,3wTRw1nlTs,0.34619,-0.622
8ocuMSLFu,"5wbEo38Np,uYiwgG",0.91188,-0.321
X63R0IdP93EXr72ghQ,"oIGQFX1,kKdNbb8v8,4lm05d,H1vX8TcIw,JsNJxzN,jPOtyoRs,3ZcoRDIqVi,BiO7rHl,pB7fp1nfU,fUziHZaLp",0.18694,0.632
be76GI0W4GlJ5TE09,"Rw1u5fLG,hLMqEGw,BANbbICE,YE2lAxTp9O,lbRkOwC,zynujK,loYg0wIC2",0.05814,-0.074
86JZPwAJQ,"CAQIJd6Q8,oFsO3C,ydFeBVR,7GJ9o0,dG3EHz",0.42153,0.684
N6KfNQA7vQoEDcVr,"61pxbrV,fuV3V,4aGvzOXXGx,djo6cIug",0.88185,-0.54
wZVtiAqO1bORVhC,"Q0uJOzH1,RNZrtwW,UMsQroY2oj,sWFBicF,OKn0u",0.52621,0.431
sWtb4K0xA0oxx29Dwu,"ABABnkN,sl8A0VGE,g6GCHFVOI,H6WDo0t,fxHSCF,AKd0bFV,2KEqeRI0T,5EFd7,YuSYr,FzkJQzJd5",0.87239,-0.635
lB4hCodhCv,"Wn4DE0TC8s,Do17o9AbPI,lHTwmoP2c,ivq6r5A,4LKJi27,3Zn3cwknhE,WrZD0csq,v8woctn5kq,Yng1H7",0.38222,0.445
oyjeho5xZljoB,"esn1YZl,qwljJ0B1,zUhCd,LyT1dlaB,WlCRcc5A,3RaiFQF3V,zeGvN2S",0.88995,-0.382
9ZHqb0Jly2xRE,AnO0o9,0.35966,0.997
UxLBfPU3l,"Qu9MfK,sTwsy8Et,rvKp3OD8,hlNh7NopsN,E5OfwX3h8,7c5lb6,l3OYz",0.94225,0.678
finyKJ1RS,"gsHpM,sydTkm,kg2Xpegk,UXBmgVYU,Fiy6zZo,LJBjAHvr2,jDz62X3E",0.84556,0.034
WnUgp51Xe2V3XD,"iqcuINfrd7,2Dpa5IFg",0.52741,-0.339
cbo8QMSjz,"mzjXfuNGs,QFQMwzMkgN,KSNndtkX",0.30829,0.839
z7uQTzqgng2,"1uEJXdC,bN8EFz1Gy6,0LbSv,I8d5NxGLN3,62fwEoWdpt,atuz8z,Ybghak387,TZEWD,wam2cy",0.1336,-0.992
nLvfWUWDaqTgq,"Uqt8hWP,hyK7002v,COxunmLXQs,1ICDR,dRSYomLl,NBxbDB13r,m8k2hcmmG,1R63nqRt0,QLPJrURXB6,jTjmeyds",0.39092,-0.202
iP2nSdqbIlZsW7,"5ytzN5QD,zY0aalKpXU,xoIe0,eSLHpY97t,aIX8J1v,nIwxRhxwgc,aI3RO8",0.90135,0.675
GNzrt3ya,"ChAp4OV,hDaGS4e25,Sy45Z8qTGA,GjMwj,Edh62F",0.65389,0.229
FLUduTbl6idzuqb,"fxkHpnc1,a5lMdhz3zn,KcpGHmSeQK,iXK8RPq",0.85849,-0.671
V50Bb6vzAEH4,"qLW6ddd,LjLl3Fbq,okDIoq,Qa6Ab,w4YEwKiBSp,xwC6ffD3h,g572M,5XfxObo,oYrHv",0.04984,0.568
JotwlrrTskclWu,"1t8iA,jVUg7uZ,wt1hy,MLkavC1Y4,Wxn2p28,XQEYOC,u6vu35URK",0.2118,0.675
buUJou,"Gqdf9s0E,NgZ39P,svkLlgW5,O0GjQx,31xtPYWn,pEq4jY,Z77HS724Pb,S82eYLkTIo,RPI38V,3Ej0IBN",0.27324,0.965
2OnCD9x,"7yJPa,eUwGdvUa8,BUhnPqY,3eyYeli,79BxiWW9e0,PqHV4kO,NGDLdTe,bhIOAC,m8dlH0bFQ,etCgBc",0.80448,0.253
IUIvd5Iu4fi15lbWikDJ,"F4wyG5,1cHZ7OY5R,2d3lq,vAOCZ7zQ5,kNXEW",0.49992,-0.488
lVaRdt,"Hnnzi,2EjwROk,Hddrt7U,wbPn9TL,K0UqGU,pIdOmO,TNe28TtV,sgdM3,sETPmEX",0.99231,-0.728
gR8aEirnJ8CKdi,"as989tK9r,soW3VHswN,zTd5LQ8DSr,uubmNN,r3Aoo3,DkWH1xggD,2sq0BUcX5j",0.25495,0.214
WtCtKaQQZYRaSQd1lHl,"kzP1tvEGi,5ayi8vUDI,jem9Bq,sjkr5ccT,EbmL4Y,UcvpRIm,lKatB0S,rcZlX0e,Mi5sSMm,ks9sAn",0.08886,0.233
PHafUASQl4dbPA4,"jClb3hpt,hMwVr",0.98914,0.16
5PklfMZV1sqK,"FdATCoK,ikI2cN,FEjBx,RIucSB89Z",0.98538,-0.543
rWkp8cf,"8TLGcdvrd,wT8JRea4v,oNM4F1cNBi,ldrzfBE,dvRvppPd,lggl6,bgYs4h,4zQm74r",0.54151,0.197
PFPuYjlGHC0A5arEvl,"Y2ACYtgLG,NevPq0Qe,U8a3v9C,OaaUd0C,Uw7x0aD,l5uyyl0,FYzUbmiyf",0.80766,0.481
cvWU0LWh,"2jm9mjyay,pisdSRDJU,l9dw6azhX,Gj5mW,0plq1zus0e,yyMs5UTG3W,eMUqTOpx1,1g8b3KMHZy,8Vl7gbT,TPckM",0.82624,-0.855
3ynXaOgskZ,"bU6uB8ww6,QAPchpc4yK,ZAAJ1t,AipJOY8p,XqA4wMU71,XOMIW6h,UrkrOCh,IQFZ2RN,cszA5",0.80124,-0.325
gy0iR2jGwHnIdQPro,WU7najm,0.46213,0.485
9GBNJ9tQAzns60Pmdgk,"0dRPMKDg,l4ucJxioT",0.9615,-0.665
Far4F0mH,"FxZgYfZG,uWsmhd,B8ycy,C4IpJmwk4",0.62281,0.399
1SS85R,"ZpzSM2IrC,wnSYg,x3zkKwe9Uh,e5aDrxFGPh,EWzH45,qZSoy0Xz,MauwpmPGn,FTKKLDSG",0.97148,0.92
aAuqrZ,"GW8rP9,hwgRJcNnTe,UthHqa,MpdoT,DjAVgknW3,chdE5GMH9,XrlKkkSVt,4yIfi,jZgy3wT,40mk3EiE",0.70119,0.02
5L13y9XI5bmZs,"WFYhJZ6vN,5y0y5Ws,4LiUXki",0.26823,0.538
bAZjcD0lw4uw,"udf1JN,1Fjvh,VeLi3s,gmXzFp",0.96026,-0.68
1bhdr9XYEe,"Uu2zKEqdt,6MCTjZcZ,IzJYqWULD,OdRF0fe2R,zpq536BB,aKEXWZ7,On1osmcmT,Drmz1FQL4x",0.32939,-0.382
ztYUf20RhO0NSNx0WKN,"TlcQEzF,8m9VJgArJF,O2ghyjkev",0.62429,-0.117
FcWHXx90Xu,"SoZD2CPtQ,pDypDyh",0.6508,0.764
2WVUd0keVeYX5aR6YXB5,"LgdesKbMbx,jZSuc9pSe,FPtyf1,ZyteANFIsG,AhYP8pX,lPLav,bwa5jbi",0.67739,0.477
d1P1OoIKT,"baXIRahHVp,Q6IFj1Xt,yN4fc,Mz5in,AbKvIOpG,On3JB,Sut2YY",0.53124,0.334
8EsabwV5thto1yFIzfRG,"RirsA1,m5cwn,cGvX77A,oJeb67Xqer,c8Zam",0.87101,0.764
vdJpPgrWtXdg5e0k98,"NoYyFr3T,ehkb6pda,bCe0no,hQlN8Bz",0.38214,0.811
MlJ6hA,"wvxYz,MIWj5w,XoFfJ",0.62412,0.984
6GAHkfZTZAGmg,NXVyzstk,0.59626,0.757
SZYzkHWUwW2QIaKfe,"RDlMU,9P3Tx0RO5,hINHHKoqe,vRZslhPI,kwYe8zMw,VfqUn,EEdIJqc25y,28AIo,5ainckBDY,oUkXwmZa",0.18094,-0.215
VhJQCwLKeMv6C,"C0Gj5,bOsfGa,9aDnm",0.84729,0.065
z5qiRE1my1Q0vzenx9Z,"0d5zk,SylscCq,8HEW0fYiM,91ZHWVZ",0.36204,0.224
kUFsUxPjWzVszOKtWuUC,"NzphBZrE,6BBeub,ztyBJ4gJvm,sbvASh,GahQtAzqI,zbKLXXHB9",0.56533,-0.95
1iiXb2qdISQSV,"ZO84I,c49w2,Zs4RW4,k8sW5tKB3G",0.94032,-0.722
HgIbPWu,"F5cFrnUbqv,8fLFf,7hEUBpk2WL,QlYP4",0.22563,-0.581
WEwX6tSyg7,"samvbXh,b60qCdpJh8,TMAMwY1,Bg5yPBGs5v,fy7s9Wa,VSFhq,gg4abhGcj,PzkTg,dyZvEQm,mKBkCdE",0.25775,-0.822
OJSYiTlsMB9Z,"61eGHf,Qayd1mJY,lRMw9xl,GoW1cf,9Du9H,y4XgXI8,jKYMioAkC",0.1839,-0.644
4kcM8Gb6o,"h1I0h3WGLv,8WulU,m86JH5P,4MH983,iml2jT0,1X5ND6xG7o,mtqBDvcG2n,n5vnqeGz9t",0.5336,0.644
ZVkRGDiPcyjIcT,"AySA8Q,t2EEuH,G6bvntYGL,lnEiRVC,Gw9uPg,zcZ8aaM",0.16752,-0.342
XVFWlnOCE6HP6T,"VHo8l,bicmu,rdNz8Ha,MbcEsEwL,mArkiV,L2mKZu97",0.1016,-0.488
zecq5Do3H,"0AUQbSpxf,FgWnPoh,8x9elf,YrXxkw6,AWkhKIj,CaAXkblDCO,JDMrU3f8qC",0.72106,0.688
og9J0eIgVLLO0a2Cbzsk,"E91gkoNe,k5F1pQKY",0.27323,-0.582
ByLLNbzPYvQlJef,"IWp63C6NmV,iAM7VU,Llil6Vi,Rf23f",0.88004,-0.238
pedIed1WGYcOzA,"fQ4z0TLJ,q6kAOnVkFx",0.68294,0.307
EUST9XfxjN,"fvQXcuCur,UojClz,1Cl5FSE,UGCgDKOn1",0.86655,0.348
eMIWPC,"cR5A6SeDBa,ygVOMWb,Zy2BY5B,eyAmzDTXXh,fjUHj,ws2QciOk,fyd6CrOe,NmdBpp",0.80071,-0.615
ZRImwm7Vn51ite4Rgc7g,"X8Hcpa,j5O2BpGti,VXU4oL",0.27847,-0.098
RvS4y5o3JWrtlmNv77,"lNMbTXTNd,cuDKshz,eHBSNSNv,2zA3HxQHH,AJfDcpE,NNtspEJ,S72WE1,ll2BXtOUC3,j8wi28eZ78",0.59395,-0.15
2iczpNgkRvDq,"DmEq7k,Odo0KCf,q4I9vBmuO,2VtDbunv,dweCATQl,GONjc,TXWPmVTJ5,1tXk0,ebUuo2,sqj7oi",0.5828,0.398
te2RQGnSs,"kO2suMFc,lHzaUrD4m,QV8nS1,ACvs1U,l9QBGohl,iZLHE7fQ",0.02187,0.236
22gwhIqN,"VbnQ4MWj0e,QELlsAiI,oQxyrj,T7pIXCZ,oYIssiMsXv,S9alz2",0.42793,0.189
U2Ghz8SFKOnkcoXtsbF,"5UL0Dtd,FaPQeceoss,1cwwTn8,NmPLpuN,GPPQEo,WRHinZ,Ml1OKlO",0.30588,0.669
N7iwccDhtfSH9qcNCCfI,"MaTTXqwaZ,Fipk9m",0.48635,0.287
icbYBgSnAja8gRaPf,"hhpTwocTnu,o8gchZ1,6KMZS6,YtCk1O",0.75105,-0.012
tltkRlLOEHqm,"Be1toD7m,ilZio",0.4526,0.199
3iogAGNVBBKEfrC,"YXemSngcCY,hWaH2pc1,BN8PPCBTz",0.48902,0.755
OI18tV8tTGGKIpXx,"v75n9,89SjG3r",0.42536,0.7
AZnnM2G7RrtPu,"d3yG9,TxVmVz0zq3",0.62518,0.128
TwLPLJYcQt7n5UAnO,"DKpKeGc,UMosV,6PDsUO,xxZOXfrp",0.66383,-0.198
tcOvMoI7q,UEJj4CpP7,0.02729,-0.842
bBoCzzg80EVhskuiyZdA,"MYfJGu,Y4J4heql,80SMN,GbaYU14vpY,8LzyDWr,V5oqLfk7",0.23097,-0.863
o9LmAkU4m,"g94sV7kh6,TAAlf8Jl,6VL52,uv3lWSfy,91VbgfWxV,siCXY262wl,H3UUD8E5D,BXnMH9Yc",0.67171,-0.484
XaWI7PfZ,"fRmbxc,gifCN,a0ibxA9,y6DQR8,H6sGdD,WTMvkP",0.72995,0.277
6Z1F7GDaBpkC1Yhl,"zLusmZU,0b50Y0SnM,dN5lVMj,SnDpdnhc,gd2u5W,WlOz69q,zBrFpRqag",0.69847,-0.545
rW7DdCfoOkCH6WqJt4y,"YvD9c,rIIN3QC,UsDqTP5i,WZ3hM,XrlMvI8JDl",0.16947,-0.922
afWp7ZIZu7im3,KTzmCe,0.97307,-0.552
OfoiIo,"VoKWkdd1Xm,comCDcAT7",0.27141,-0.981
iRpSFnWF3iKVjqusWjrA,"ZXWuxO,nXh1MZ4M,klCeMpg2,9jFQA4qu,hvE6k6KJ3,42BywYHudF,FdL0jS",0.25756,0.732
8ITA4W1kGPRRbiNY7W,"DbdHyhOQ,wQxu0H,ab6iYoGg,GBaFM7IM,d67Ig,BSSrABI",0.68128,0.022
fC5rMuBJ,"03NinZC7cZ,2gNTE7v,rCgoTbh,44ZXH18nm,jugzStKKX8,1JH9676",0.96707,0.378
HWZpwEPswVVI,"5vEtIRMf,jVJGu8Rq7H,YZ7O8M322,QDnCH,GT99uwuq8V,ecmXeRMw,z9x1j9V2YH",0.74605,0.089
wcH9qCcUeL9j8ekb5DMX,"qicUAgt,ZdywHR,d4WB0xNPR,laiVcCKw,o9w2DMvMA,rL7jC9iF8W",0.91639,-0.573
p4wjgRUdqX1bFRCWi,"7MO28K020,jQMXqwd,waSmnH1,hvgVUEfT8N,JLVZxFitP9,d2LP6CZ2",0.80281,0.835
iaGZgs9G,"uvsCBrWaga,mVHfxHvwfH,bfVVy7V6u",0.2143,0.296
11ksJtq4j2o0t7H2cjU,KNV1w4r7,0.03808,0.781
KDYetwTAAaQ,7qdRxo,0.40458,-0.756
ekMDPVoHdC,"5EHQtEt,40Zby",0.45278,-0.216
z1fGNpEGH,"FTtZrU,TR07180T3,aHIAjK,iV3xYJ0,V0rek,d2JwU,SofpVYj",0.07939,-0.719
5IFXf9kbH3fWI,"dRWcbOZr,Q9vA3htFkv,NHNDjIJj,HT0JWL36,t9FfCJn2gs,45rOJ48LHh,bWazbc8R,10vDbIKkH,Usjwcq9nbf",0.51944,-0.618
G2Ioid,"Hb2POkRSv,35tMDD,XufXs8d,VZmAks1aeM,44Yclf3,9uFCK,q5SG3syqo,Q2EjznF,ukiCj4NXq",0.1687,-0.739
6rrg8QgZ8YUrL,"ovrEa5,Shu2t,yvFwpCcp,njBCZX1,oWqgls0,2ZOxJsVS,1I6fdTOX5",0.94191,0.799
ojm98lmjWNCGLG,"tKtIx,NI9PY",0.48449,-0.275
Y4rENMutwIAxwUu,"tVpRUc,MuwqM,dUrWKeoS4,Fu8Hjt4p,a1egIo",0.33401,-0.395
z8z0AlYPGeNNF7w,"FTjswDG,qHya1hL,G3deKEYejj,n704DaUkTI,ZRo8Lz,WHeeC1dft",0.82013,0.312
PLa3iN,"SRvsLhr,SNiRmItYhr,GVyerfE,MiByXT2,yKqUrYen8,72HZDsJQ,uceI2,SPS4JOFYco,VwSG6,AIJZiZoL",0.5398,0.199
d03IevCD,"WNTBAJRQ7,Rz2XDXeNT,DjbOi,RWnFij04zl,FiDe1KelCd",0.00242,0.066
